match_id,date,team1,team2,winner,h2h_winrate,h2h_matches,team1_elo,team1_last5_wr,team1_avg_acs,team1_avg_rating,team1_avg_kast,team1_avg_adr,team1_avg_fk,team1_avg_fd,team2_elo,team2_last5_wr,team2_avg_acs,team2_avg_rating,team2_avg_kast,team2_avg_adr,team2_avg_fk,team2_avg_fd,elo_diff,last5_wr_diff,avg_acs_diff,avg_rating_diff,avg_kast_diff,avg_adr_diff,avg_fk_diff,avg_fd_diff
167371,2023-02-26 03:30:00,LEVIATÁN,Team Vitality,1,0.5,0,1516.0,1.0,212.4,1.2,80.4,135.7,2.9,1.1,1516.0,1.0,217.2,1.16,77.73,139.2,1.87,2.0,0.0,0.0,-4.799999999999983,0.040000000000000036,2.6700000000000017,-3.5,1.0299999999999998,-0.8999999999999999
167372,2023-02-27 01:00:00,FUT Esports,100 Thieves,0,0.5,0,1516.0,1.0,214.4,1.12,78.3,139.3,2.3,1.7,1516.0,1.0,203.33,1.05,68.93,137.13,1.87,2.87,0.0,0.0,11.069999999999993,0.07000000000000006,9.36999999999999,2.170000000000016,0.4299999999999997,-1.1700000000000002
167373,2023-02-27 04:35:00,FNATIC,FURIA,1,0.5,0,1516.0,1.0,214.9,1.21,79.9,132.7,2.4,1.5,1516.0,1.0,223.6,1.22,78.0,143.0,2.6,1.4,0.0,0.0,-8.699999999999989,-0.010000000000000009,1.9000000000000057,-10.300000000000011,-0.20000000000000018,0.10000000000000009
167374,2023-02-28 01:00:00,Natus Vincere,LEVIATÁN,1,0.5,0,1532.0,1.0,234.39999999999998,1.29,82.95,155.55,2.45,1.5,1532.0,1.0,218.25,1.18,77.05000000000001,140.7,2.75,1.55,0.0,0.0,16.149999999999977,0.1100000000000001,5.8999999999999915,14.850000000000023,-0.2999999999999998,-0.050000000000000044
167375,2023-02-28 03:25:00,100 Thieves,FNATIC,0,0.5,0,1532.0,1.0,209.8,1.0750000000000002,73.465,139.5,2.17,2.435,1532.0,1.0,213.45,1.1749999999999998,77.2,136.39999999999998,2.5999999999999996,2.15,0.0,0.0,-3.6499999999999773,-0.09999999999999964,-3.7349999999999994,3.1000000000000227,-0.4299999999999997,0.28500000000000014
167391,2023-03-03 01:00:00,LOUD,KIWOOM DRX,1,0.5,0,1548.0,1.0,210.84333333333333,1.0766666666666669,74.13333333333333,140.74333333333334,2.466666666666667,2.3333333333333335,1548.0,1.0,213.79999999999998,1.1166666666666667,76.84666666666665,138.75333333333333,2.09,1.82,0.0,0.0,-2.9566666666666492,-0.039999999999999813,-2.713333333333324,1.990000000000009,0.3766666666666669,0.5133333333333334
167392,2023-03-04 01:00:00,Natus Vincere,FNATIC,0,0.5,0,1548.0,1.0,227.5333333333333,1.2666666666666666,82.5,147.9,2.3000000000000003,1.5666666666666667,1548.0,1.0,222.76666666666665,1.2233333333333334,80.53333333333335,143.06666666666663,2.5666666666666664,1.8333333333333333,0.0,0.0,4.7666666666666515,0.043333333333333224,1.9666666666666544,4.833333333333371,-0.26666666666666616,-0.2666666666666666
180279,2023-03-05 01:00:00,Team tarik,Team FRTTT,0,0.5,0,1500.0,0.5,,,,,,,1500.0,0.5,,,,,,,0.0,0.0,,,,,,
167393,2023-03-05 02:30:00,LOUD,FNATIC,0,0.5,0,1564.0,1.0,209.4425,1.0750000000000002,74.22,138.8975,2.41,2.19,1564.0,1.0,219.1075,1.2025,79.56750000000001,141.28249999999997,2.4074999999999998,1.975,0.0,0.0,-9.664999999999992,-0.12749999999999972,-5.347500000000011,-2.3849999999999625,0.002500000000000391,0.21499999999999986
184456,2023-03-25 17:00:00,ZETA DIVISION,KIWOOM DRX,0,0.5,0,1484.0,0.0,159.2,0.74,63.7,106.2,1.2,3.0,1532.0,0.75,209.2,1.0725,74.87499999999999,135.655,2.0075,1.925,-48.0,-0.75,-50.0,-0.3325,-11.174999999999983,-29.455,-0.8074999999999999,1.075
184457,2023-03-25 20:00:00,T1,Global Esports,1,0.5,0,1484.0,0.0,178.2,0.8,67.0,115.4,1.4,2.6,1484.0,0.0,180.73,0.84,67.13,114.87,2.0,1.87,0.0,0.0,-2.530000000000001,-0.039999999999999925,-0.12999999999999545,0.5300000000000011,-0.6000000000000001,0.73
184458,2023-03-26 17:00:00,Paper Rex,DetonatioN FocusMe,1,0.5,0,1484.0,0.0,176.2,0.78,68.9,123.1,1.6,2.2,1484.0,0.0,167.0,0.73,60.6,108.8,1.5,2.2,0.0,0.0,9.199999999999989,0.050000000000000044,8.300000000000004,14.299999999999997,0.10000000000000009,0.0
184459,2023-03-26 20:00:00,Team Secret,TALON,1,0.5,0,1500.0,0.5,187.2,0.9099999999999999,66.7,119.5,1.7,2.25,1516.0,0.6666666666666666,204.23333333333335,1.0,72.29,134.54333333333332,2.4000000000000004,2.11,-16.0,-0.16666666666666663,-17.03333333333336,-0.09000000000000008,-5.590000000000003,-15.043333333333322,-0.7000000000000004,0.14000000000000012
184460,2023-03-27 17:00:00,Rex Regum Qeon,Gen.G,0,0.5,0,1484.0,0.0,189.3,0.88,69.7,125.5,1.7,2.3,1484.0,0.0,200.7,1.0,73.3,125.1,2.4,2.4,0.0,0.0,-11.399999999999977,-0.12,-3.5999999999999943,0.4000000000000057,-0.7,-0.10000000000000009
173215,2023-03-28 00:30:00,KOI,Natus Vincere,1,0.5,0,1484.0,0.0,170.5,0.88,68.1,112.6,1.6,3.0,1532.0,0.75,213.76749999999998,1.1624999999999999,78.525,140.4425,2.325,1.6575,-48.0,-0.75,-43.267499999999984,-0.28249999999999986,-10.425000000000011,-27.8425,-0.7250000000000001,1.3425
173214,2023-03-28 03:30:00,FNATIC,Giants Gaming,1,0.5,0,1580.0,1.0,217.102,1.168,78.382,140.53799999999995,2.3579999999999997,2.028,1500.0,0.5,200.235,1.065,76.63499999999999,135.835,1.965,1.85,80.0,0.5,16.86699999999999,0.10299999999999998,1.747000000000014,4.702999999999946,0.39299999999999957,0.17799999999999994
173216,2023-03-29 00:00:00,Team Heretics,FUT Esports,0,0.5,0,1484.0,0.0,193.5,0.94,72.8,125.3,1.9,2.3,1500.0,0.5,209.4,1.03,73.485,135.385,2.15,2.085,-16.0,-0.5,-15.900000000000006,-0.09000000000000008,-0.6850000000000023,-10.084999999999994,-0.25,0.21499999999999986
173217,2023-03-29 02:30:00,Team Liquid,Team Vitality,0,0.5,0,1484.0,0.0,198.8,0.88,67.1,123.8,1.8,2.3,1500.0,0.5,206.2,1.01,72.36500000000001,134.25,1.935,2.3,-16.0,-0.5,-7.399999999999977,-0.13,-5.265000000000015,-10.450000000000003,-0.135,0.0
173218,2023-03-30 00:00:00,Natus Vincere,Giants Gaming,1,0.5,0,1513.8034754597227,0.6,208.554,1.1139999999999999,77.14000000000001,138.294,2.38,1.966,1487.6203782449006,0.3333333333333333,193.09,0.9833333333333333,72.99,130.35666666666668,1.8766666666666667,2.0,26.183097214822055,0.26666666666666666,15.463999999999999,0.1306666666666666,4.15000000000002,7.937333333333328,0.5033333333333332,-0.03400000000000003
173219,2023-03-30 04:30:00,Karmine Corp,BBL Esports,1,0.5,0,1500.0,0.5,203.715,1.025,72.33500000000001,129.985,2.265,1.9,1484.0,0.0,175.93,0.85,66.53,115.93,1.73,2.27,16.0,0.5,27.784999999999997,0.17499999999999993,5.805000000000007,14.055000000000007,0.5350000000000001,-0.3700000000000001
173220,2023-03-31 00:00:00,Team Liquid,FUT Esports,1,0.5,0,1468.736306793522,0.0,197.66500000000002,0.98,70.615,125.535,2.1,1.8499999999999999,1515.263693206478,0.6666666666666666,217.5666666666667,1.1133333333333333,75.69,140.19,2.2666666666666666,1.8566666666666667,-46.52738641295582,-0.6666666666666666,-19.90166666666667,-0.1333333333333333,-5.075000000000003,-14.655000000000001,-0.16666666666666652,-0.006666666666666821
173221,2023-03-31 03:15:00,KOI,Team Vitality,0,0.5,0,1502.1965245402773,0.5,190.4,1.01,70.6,126.7,2.4000000000000004,2.8,1515.263693206478,0.6666666666666666,196.64333333333332,0.9733333333333333,69.42,128.03333333333333,1.7566666666666666,2.3333333333333335,-13.067168666200587,-0.16666666666666663,-6.243333333333311,0.036666666666666736,1.1799999999999926,-1.3333333333333286,0.6433333333333338,0.46666666666666634
173222,2023-04-01 00:00:00,FNATIC,BBL Esports,1,0.5,0,1592.3796217550994,1.0,216.70166666666668,1.17,78.985,140.04833333333332,2.348333333333333,1.9733333333333334,1468.736306793522,0.0,177.565,0.845,66.715,118.265,1.965,3.085,123.64331496157729,1.0,39.136666666666684,0.32499999999999996,12.269999999999996,21.783333333333317,0.3833333333333331,-1.1116666666666666
173223,2023-04-01 03:45:00,Team Heretics,Karmine Corp,1,0.5,0,1468.736306793522,0.0,183.15,0.835,66.7,120.35,1.65,2.4,1515.263693206478,0.6666666666666666,208.07666666666668,1.07,74.15666666666668,135.59,2.776666666666667,1.9666666666666668,-46.52738641295582,-0.6666666666666666,-24.926666666666677,-0.2350000000000001,-7.456666666666678,-15.240000000000009,-1.126666666666667,0.4333333333333331
184461,2023-04-01 17:00:00,ZETA DIVISION,Rex Regum Qeon,1,0.5,0,1470.1965245402773,0.0,165.6,0.75,66.55000000000001,108.7,1.5,2.4,1468.0,0.0,190.15,0.89,69.55000000000001,121.25,1.9,2.15,2.1965245402773235,0.0,-24.55000000000001,-0.14,-3.0,-12.549999999999997,-0.3999999999999999,0.25
184462,2023-04-01 20:30:00,TALON,T1,0,0.5,0,1499.263693206478,0.5,202.2425,0.9775,71.5675,132.94,2.2500000000000004,2.05,1500.0,0.5,191.6,0.9400000000000001,70.9,123.3,1.6,2.335,-0.7363067935220897,0.0,10.642500000000013,0.03749999999999998,0.6674999999999898,9.64,0.6500000000000004,-0.28500000000000014
183774,2023-04-02 03:00:00,Sentinels,100 Thieves,1,0.5,0,1484.0,0.0,160.7,0.76,65.6,108.5,1.5,2.4,1516.0,0.6666666666666666,195.66666666666666,0.9466666666666668,69.67666666666666,130.23333333333332,1.8466666666666667,2.4566666666666666,-32.0,-0.6666666666666666,-34.96666666666667,-0.18666666666666676,-4.076666666666668,-21.73333333333332,-0.3466666666666667,-0.05666666666666664
183775,2023-04-02 07:15:00,KRÜ Esports,FURIA,0,0.5,0,1484.0,0.0,153.6,0.73,63.0,103.7,1.9,2.2,1500.0,0.5,205.14999999999998,1.05,72.75,130.45,2.7,2.0999999999999996,-16.0,-0.5,-51.54999999999998,-0.32000000000000006,-9.75,-26.749999999999986,-0.8000000000000003,0.10000000000000053
184463,2023-04-02 17:00:00,Team Secret,Paper Rex,1,0.5,0,1516.736306793522,0.6666666666666666,197.64333333333332,0.98,69.71,126.91000000000001,1.7566666666666666,2.1,1500.0,0.5,193.14999999999998,0.88,68.45,130.95,1.7000000000000002,2.3,16.73630679352209,0.16666666666666663,4.493333333333339,0.09999999999999998,1.259999999999991,-4.039999999999978,0.05666666666666642,-0.19999999999999973
184465,2023-04-02 20:30:00,Gen.G,DetonatioN FocusMe,1,0.5,0,1500.0,0.5,212.25,1.08,74.4,135.8,2.2,2.25,1468.0,0.0,190.25,0.895,68.7,127.55000000000001,1.95,2.0,32.0,0.5,22.0,0.18500000000000005,5.700000000000003,8.25,0.2500000000000002,0.25
183776,2023-04-03 03:00:00,LOUD,MIBR,1,0.5,0,1548.0,0.8,206.186,1.052,73.43199999999999,136.71,2.3760000000000003,2.184,1484.0,0.0,208.2,1.02,70.9,135.0,2.3,2.2,64.0,0.8,-2.0139999999999816,0.03200000000000003,2.5319999999999823,1.710000000000008,0.07600000000000051,-0.016000000000000014
183777,2023-04-03 06:45:00,Evil Geniuses,Cloud9,0,0.5,0,1500.0,0.5,207.6,1.0499999999999998,75.65,133.25,2.2,2.25,1500.0,0.5,210.365,1.105,77.015,135.535,1.7650000000000001,1.835,0.0,0.0,-2.765000000000015,-0.05500000000000016,-1.3649999999999949,-2.2849999999999966,0.43500000000000005,0.41500000000000004
184466,2023-04-03 17:00:00,Global Esports,KIWOOM DRX,0,0.5,0,1468.0,0.0,183.565,0.875,70.66499999999999,117.67,2.035,1.835,1545.8034754597227,0.8,210.71999999999997,1.0939999999999999,75.11999999999998,134.644,1.966,1.9,-77.80347545972268,-0.8,-27.154999999999973,-0.21899999999999986,-4.454999999999984,-16.974000000000004,0.06900000000000017,-0.06499999999999995
183778,2023-04-04 03:00:00,LEVIATÁN,NRG,1,0.5,0,1516.0,0.6666666666666666,200.33333333333334,1.0266666666666666,72.53333333333335,130.6,2.433333333333333,1.7333333333333334,1516.0,0.6666666666666666,204.71,1.0533333333333335,76.56666666666668,133.0,2.69,1.9333333333333336,0.0,0.0,-4.376666666666665,-0.02666666666666684,-4.033333333333331,-2.4000000000000057,-0.2566666666666668,-0.20000000000000018
183944,2023-04-06 02:00:00,Team Vitality,FUT Esports,0,0.5,0,1530.6622114302995,0.75,199.65749999999997,0.995,71.165,130.0,2.0925,2.225,1497.133745263401,0.5,209.375,1.0574999999999999,73.435,135.575,2.15,1.96,33.528466166898625,0.25,-9.71750000000003,-0.06249999999999989,-2.269999999999996,-5.574999999999989,-0.05750000000000011,0.2650000000000001
183945,2023-04-07 00:00:00,Natus Vincere,BBL Esports,1,0.5,0,1528.5999767470867,0.6,207.47333333333333,1.095,76.59500000000001,137.345,2.4283333333333332,2.0833333333333335,1458.2015009869465,0.0,184.4433333333333,0.8766666666666666,68.63333333333334,122.53333333333335,2.066666666666667,2.7466666666666666,70.39847576014017,0.6,23.03000000000003,0.21833333333333338,7.961666666666673,14.811666666666653,0.36166666666666636,-0.6633333333333331
183946,2023-04-07 03:00:00,FNATIC,Team Heretics,1,0.5,0,1602.914427561675,1.0,215.5914285714286,1.1557142857142857,78.4342857142857,139.65142857142854,2.3085714285714287,2.0157142857142856,1486.866254736599,0.3333333333333333,194.9,0.9366666666666665,71.89999999999999,127.13333333333333,1.6666666666666667,2.1333333333333333,116.04817282507588,0.6666666666666667,20.691428571428588,0.21904761904761916,6.534285714285716,12.518095238095214,0.641904761904762,-0.11761904761904773
183947,2023-04-08 00:00:00,Team Liquid,Karmine Corp,1,0.5,0,1486.866254736599,0.3333333333333333,206.66666666666666,1.0366666666666666,73.7,131.46666666666667,2.1566666666666667,1.8333333333333333,1497.133745263401,0.5,197.9325,0.9975,71.1675,129.1425,2.4825,1.9000000000000001,-10.267490526801794,-0.16666666666666669,8.734166666666653,0.03916666666666657,2.532499999999999,2.324166666666656,-0.3258333333333332,-0.06666666666666687
183948,2023-04-08 02:30:00,KOI,Giants Gaming,0,0.5,0,1486.7980063164557,0.3333333333333333,193.0,0.9833333333333334,71.16666666666667,128.5666666666667,2.233333333333334,2.9,1472.8238769575366,0.25,194.33499999999998,0.9824999999999999,72.50999999999999,130.35000000000002,2.075,2.1675,13.974129358919072,0.08333333333333331,-1.3349999999999795,0.0008333333333334636,-1.3433333333333195,-1.7833333333333314,0.15833333333333366,0.7324999999999999
184467,2023-04-08 17:00:00,Rex Regum Qeon,DetonatioN FocusMe,1,0.5,0,1452.1011523456068,0.0,190.76666666666665,0.9133333333333334,69.96666666666668,121.56666666666666,1.843333333333333,2.2566666666666664,1453.4695015289756,0.0,197.27666666666667,0.9666666666666668,72.8,132.16666666666666,1.9233333333333331,2.0233333333333334,-1.368349183368764,0.0,-6.510000000000019,-0.053333333333333344,-2.8333333333333144,-10.599999999999994,-0.08000000000000007,0.23333333333333295
184468,2023-04-08 19:10:00,T1,Paper Rex,0,0.5,0,1515.9660918698307,0.6666666666666666,199.33333333333334,1.0133333333333334,73.23333333333333,126.76666666666665,1.7,2.2566666666666664,1484.7701398146428,0.3333333333333333,192.72333333333333,0.9133333333333334,68.16666666666667,130.12333333333333,1.8,2.4433333333333334,31.195952055187945,0.3333333333333333,6.610000000000014,0.09999999999999998,5.066666666666663,-3.3566666666666833,-0.10000000000000009,-0.18666666666666698
183779,2023-04-09 03:00:00,Cloud9,LOUD,0,0.5,0,1516.0,0.6666666666666666,212.84333333333333,1.09,76.51,138.15666666666667,2.0100000000000002,1.9233333333333331,1561.0855809179218,0.8,207.66666666666666,1.0633333333333335,74.18166666666666,136.84666666666666,2.391666666666667,2.1416666666666666,-45.08558091792179,-0.13333333333333341,5.1766666666666765,0.026666666666666616,2.3283333333333474,1.3100000000000023,-0.3816666666666668,-0.2183333333333335
183780,2023-04-09 06:35:00,LEVIATÁN,FURIA,0,0.5,0,1532.0,0.75,200.95,1.06,73.95,130.27499999999998,2.45,1.675,1515.263693206478,0.6666666666666666,207.86666666666665,1.0866666666666667,74.10000000000001,133.79999999999998,2.466666666666667,2.1333333333333333,16.73630679352209,0.08333333333333337,-6.916666666666657,-0.026666666666666616,-0.15000000000000568,-3.5250000000000057,-0.016666666666666607,-0.45833333333333326
184469,2023-04-09 17:00:00,ZETA DIVISION,Global Esports,1,0.5,0,1486.0953721946705,0.3333333333333333,179.89,0.85,70.7,118.66666666666667,1.843333333333333,2.1999999999999997,1455.5242673879038,0.0,188.74333333333334,0.9366666666666666,72.21,119.64666666666666,2.39,2.0233333333333334,30.571104806766698,0.3333333333333333,-8.853333333333353,-0.08666666666666667,-1.509999999999991,-0.9799999999999898,-0.5466666666666671,0.1766666666666663
184470,2023-04-09 20:45:00,TALON,KIWOOM DRX,0,0.0,1,1483.2976013366472,0.4,199.894,0.9460000000000001,69.774,131.772,2.22,2.02,1558.2792080718189,0.8,208.33333333333334,1.0733333333333333,74.11666666666666,133.63666666666668,2.0383333333333336,2.1,-74.98160673517168,-0.4,-8.439333333333337,-0.1273333333333332,-4.342666666666659,-1.8646666666666931,0.18166666666666664,-0.08000000000000007
183781,2023-04-10 03:00:00,NRG,Sentinels,1,0.5,0,1500.0,0.5,198.83249999999998,1.0025,74.95,130.75,2.4175,2.1,1501.4695015289756,0.5,187.64999999999998,0.93,70.035,125.715,1.75,2.735,-1.4695015289755702,0.0,11.182500000000005,0.0724999999999999,4.915000000000006,5.034999999999997,0.6675,-0.6349999999999998
183782,2023-04-10 05:35:00,MIBR,KRÜ Esports,1,0.5,0,1470.9144190820782,0.0,196.165,0.97,68.05000000000001,128.6,2.1149999999999998,2.335,1468.736306793522,0.0,172.05,0.8049999999999999,65.8,113.80000000000001,2.05,2.1,2.1781122885561217,0.0,24.11499999999998,0.16500000000000004,2.250000000000014,14.799999999999983,0.06499999999999995,0.23499999999999988
184471,2023-04-10 17:00:00,Team Secret,Gen.G,0,0.5,0,1531.9661669788793,0.75,197.79999999999998,0.995,71.215,127.36500000000001,2.0,2.075,1514.5304984710244,0.6666666666666666,206.32333333333335,1.03,73.77666666666667,133.9766666666667,2.1566666666666667,2.1233333333333335,17.43566850785487,0.08333333333333337,-8.523333333333369,-0.03500000000000003,-2.5616666666666674,-6.611666666666679,-0.15666666666666673,-0.04833333333333334
183783,2023-04-11 03:00:00,Evil Geniuses,100 Thieves,0,0.5,0,1484.0,0.3333333333333333,208.66666666666666,1.0433333333333332,74.23333333333333,136.16666666666666,2.1666666666666665,2.3333333333333335,1498.5304984710244,0.5,193.1,0.9425000000000001,69.375,127.975,2.1525,2.3425000000000002,-14.53049847102443,-0.16666666666666669,15.566666666666663,0.10083333333333311,4.858333333333334,8.191666666666663,0.01416666666666666,-0.009166666666666767
183949,2023-04-13 02:00:00,Natus Vincere,Team Heretics,1,0.5,0,1541.4016579817417,0.6,207.29142857142855,1.0985714285714285,76.56714285714285,136.81,2.41,2.085714285714286,1476.0202139940807,0.25,184.8,0.8775,67.625,121.19999999999999,1.45,2.2750000000000004,65.38144398766099,0.35,22.491428571428543,0.22107142857142859,8.942142857142855,15.610000000000014,0.9600000000000002,-0.1892857142857145
183950,2023-04-14 00:40:00,KOI,FUT Esports,0,0.5,0,1470.1548206695538,0.25,185.125,0.9125000000000001,68.15,123.65,2.0250000000000004,2.775,1514.673012874484,0.6,210.11999999999998,1.0819999999999999,74.688,135.56,2.12,1.968,-44.518192204930074,-0.35,-24.994999999999976,-0.16949999999999976,-6.537999999999997,-11.909999999999997,-0.09499999999999975,0.8069999999999999
183951,2023-04-14 03:00:00,Team Liquid,FNATIC,0,0.5,0,1503.3389525496177,0.5,211.875,1.1175,75.7,133.725,2.1175,1.7,1613.7604683041934,1.0,217.50500000000002,1.17375,79.80499999999999,141.05749999999998,2.3575,1.86375,-110.4215157545757,-0.5,-5.630000000000024,-0.05625000000000013,-4.10499999999999,-7.332499999999982,-0.23999999999999977,-0.16375000000000006
183952,2023-04-15 01:00:00,Giants Gaming,BBL Esports,1,0.5,0,1489.4670626044385,0.4,201.84799999999998,1.0459999999999998,74.948,133.92000000000002,2.14,2.0140000000000002,1445.3998197522915,0.0,184.33249999999998,0.8775,67.675,122.17500000000001,2.075,2.635,44.06724285214705,0.4,17.515500000000003,0.16849999999999987,7.272999999999996,11.745000000000005,0.06499999999999995,-0.6209999999999996
183953,2023-04-15 03:15:00,Team Vitality,Karmine Corp,1,0.5,0,1513.1229438192165,0.6,196.10599999999997,0.962,69.912,128.2,2.074,2.18,1480.6610474503823,0.4,184.966,0.922,67.994,120.394,2.246,1.9200000000000004,32.46189636883423,0.19999999999999996,11.139999999999958,0.039999999999999925,1.9180000000000064,7.805999999999983,-0.17200000000000015,0.2599999999999998
184472,2023-04-15 17:00:00,Paper Rex,KIWOOM DRX,0,0.5,0,1502.2029181675955,0.5,201.0675,1.0025,71.2,133.9425,1.9500000000000002,2.1075,1570.878806484495,0.8,211.84285714285716,1.1057142857142856,75.28571428571426,135.85999999999999,2.075714285714286,2.0285714285714285,-68.67588831689955,-0.30000000000000004,-10.77535714285716,-0.1032142857142857,-4.0857142857142605,-1.9174999999999898,-0.1257142857142859,0.07892857142857146
